uid smoi rep sr update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 8900 10000 8976 8976 0 0.101134 0.101134 -nan -0.0958254 -0.0958254 -nan -0.081267 10000
1_10 1 10 500 9000 10000 9025 9025 0 0.0941983 0.0941983 -nan -0.0884854 -0.0884854 -nan -0.100908 10000
1_10 1 10 500 9100 10000 8962 8962 0 0.0972006 0.0972006 -nan -0.107933 -0.107933 -nan -0.0963748 10000
1_10 1 10 500 9200 10000 9014 9014 0 0.0954731 0.0954731 -nan -0.0777605 -0.0777605 -nan -0.0935888 10000
1_10 1 10 500 9300 10000 9066 9066 0 0.0933743 0.0933743 -nan -0.0676059 -0.0676059 -nan -0.0903697 10000
1_10 1 10 500 9400 10000 9034 9034 0 0.0942527 0.0942527 -nan -0.113703 -0.113703 -nan -0.0877258 10000
1_10 1 10 500 9500 10000 9017 9017 0 0.0940782 0.0940782 -nan -0.0808816 -0.0808816 -nan -0.0902007 10000
1_10 1 10 500 9600 10000 9101 9101 0 0.0886649 0.0886649 -nan -0.0903436 -0.0903436 -nan -0.0893917 10000
1_10 1 10 500 9700 10000 8987 8987 0 0.0897282 0.0897282 -nan -0.0962055 -0.0962055 -nan -0.0914979 10000
1_10 1 10 500 9800 10000 9001 9001 0 0.0933491 0.0933491 -nan -0.0877368 -0.0877368 -nan -0.0990383 10000
1_10 1 10 500 9900 10000 9076 9076 0 0.0936067 0.0936067 -nan -0.0985961 -0.0985961 -nan -0.0948018 10000
1_10 1 10 500 10000 10000 9040 9040 0 0.0939362 0.0939362 -nan -0.0694892 -0.0694892 -nan -0.089178 10000
1_10 1 10 500 10100 10000 8942 8942 0 0.0931185 0.0931185 -nan -0.0912439 -0.0912439 -nan -0.0882746 10000
1_10 1 10 500 10200 10000 9003 9003 0 0.0949134 0.0949134 -nan -0.0881431 -0.0881431 -nan -0.0914761 10000
1_10 1 10 500 10300 10000 9007 9007 0 0.0963618 0.0963618 -nan -0.0790206 -0.0790206 -nan -0.080806 10000
1_10 1 10 500 10400 10000 9044 9044 0 0.0918873 0.0918873 -nan -0.066047 -0.066047 -nan -0.0895843 10000
1_10 1 10 500 10500 10000 9058 9058 0 0.0913368 0.0913368 -nan -0.0784207 -0.0784207 -nan -0.0857551 10000
1_10 1 10 500 10600 10000 9080 9080 0 0.0944874 0.0944874 -nan -0.122128 -0.122128 -nan -0.0823299 10000
1_10 1 10 500 10700 10000 9025 9025 0 0.0930452 0.0930452 -nan -0.129776 -0.129776 -nan -0.0921385 10000
1_10 1 10 500 10800 10000 9029 9029 0 0.0932071 0.0932071 -nan -0.11089 -0.11089 -nan -0.0920997 10000
1_10 1 10 500 10900 10000 8937 8937 0 0.0928205 0.0928205 -nan -0.0613182 -0.0613182 -nan -0.0908248 10000
1_10 1 10 500 11000 10000 9011 9011 0 0.0936661 0.0936661 -nan -0.0894253 -0.0894253 -nan -0.0876526 10000
1_10 1 10 500 11100 10000 8910 8910 0 0.0958822 0.0958822 -nan -0.113336 -0.113336 -nan -0.0879645 10000
1_10 1 10 500 11200 10000 9074 9074 0 0.0948526 0.0948526 -nan -0.0980212 -0.0980212 -nan -0.102397 10000
1_10 1 10 500 11300 10000 9031 9031 0 0.0916703 0.0916703 -nan -0.0897034 -0.0897034 -nan -0.097687 10000
1_10 1 10 500 11400 10000 9069 9069 0 0.0923186 0.0923186 -nan -0.0729904 -0.0729904 -nan -0.0803425 10000
1_10 1 10 500 11500 10000 8990 8990 0 0.093906 0.093906 -nan -0.0820126 -0.0820126 -nan -0.0794565 10000
1_10 1 10 500 11600 10000 9033 9033 0 0.0927367 0.0927367 -nan -0.0897433 -0.0897433 -nan -0.0846081 10000
1_10 1 10 500 11700 10000 9065 9065 0 0.0887101 0.0887101 -nan -0.102983 -0.102983 -nan -0.0906398 10000
1_10 1 10 500 11800 10000 9017 9017 0 0.0933413 0.0933413 -nan -0.0766746 -0.0766746 -nan -0.078025 10000
1_10 1 10 500 11900 10000 9050 9050 0 0.0936001 0.0936001 -nan -0.0785469 -0.0785469 -nan -0.100855 10000
1_10 1 10 500 12000 10000 8978 8978 0 0.0963085 0.0963085 -nan -0.0648117 -0.0648117 -nan -0.0738757 10000
1_10 1 10 500 12100 10000 8988 8988 0 0.0969221 0.0969221 -nan -0.095268 -0.095268 -nan -0.0866444 10000
1_10 1 10 500 12200 10000 9026 9026 0 0.0961568 0.0961568 -nan -0.0802342 -0.0802342 -nan -0.0996572 10000
1_10 1 10 500 12300 10000 8970 8970 0 0.095143 0.095143 -nan -0.0741975 -0.0741975 -nan -0.0865836 10000
1_10 1 10 500 12400 10000 9055 9055 0 0.0956408 0.0956408 -nan -0.0682875 -0.0682875 -nan -0.0680845 10000
1_10 1 10 500 12500 10000 9015 9015 0 0.0933255 0.0933255 -nan -0.0967612 -0.0967612 -nan -0.08839 10000
1_10 1 10 500 12600 10000 9023 9023 0 0.0944657 0.0944657 -nan -0.0680056 -0.0680056 -nan -0.0850841 10000
1_10 1 10 500 12700 10000 9007 9007 0 0.0924961 0.0924961 -nan -0.0961986 -0.0961986 -nan -0.0932899 10000
1_10 1 10 500 12800 10000 9043 9043 0 0.0909493 0.0909493 -nan -0.0899141 -0.0899141 -nan -0.0954656 10000
1_10 1 10 500 12900 10000 8994 8994 0 0.0937068 0.0937068 -nan -0.0939852 -0.0939852 -nan -0.0869515 10000
1_10 1 10 500 13000 10000 8983 8983 0 0.0933161 0.0933161 -nan -0.0936051 -0.0936051 -nan -0.0861938 10000
1_10 1 10 500 13100 10000 9012 9012 0 0.0904535 0.0904535 -nan -0.100845 -0.100845 -nan -0.0807104 10000
1_10 1 10 500 13200 10000 9012 9012 0 0.0931969 0.0931969 -nan -0.0704273 -0.0704273 -nan -0.0840956 10000
1_10 1 10 500 13300 10000 9024 9024 0 0.0955005 0.0955005 -nan -0.0980385 -0.0980385 -nan -0.0891162 10000
1_10 1 10 500 13400 10000 9048 9048 0 0.0927692 0.0927692 -nan -0.0806034 -0.0806034 -nan -0.0976883 10000
1_10 1 10 500 13500 10000 9019 9019 0 0.0943269 0.0943269 -nan -0.0808562 -0.0808562 -nan -0.0841103 10000
1_10 1 10 500 13600 10000 8961 8961 0 0.0962313 0.0962313 -nan -0.0988071 -0.0988071 -nan -0.0862813 10000
1_10 1 10 500 13700 10000 9007 9007 0 0.0937885 0.0937885 -nan -0.0990659 -0.0990659 -nan -0.0862766 10000
1_10 1 10 500 13800 10000 8991 8991 0 0.0947341 0.0947341 -nan -0.116423 -0.116423 -nan -0.0826794 10000
1_10 1 10 500 13900 10000 9057 9057 0 0.0908029 0.0908029 -nan -0.0742088 -0.0742088 -nan -0.083857 10000
1_10 1 10 500 14000 10000 8975 8975 0 0.0963634 0.0963634 -nan -0.0829407 -0.0829407 -nan -0.0939974 10000
1_10 1 10 500 14100 10000 9111 9111 0 0.091544 0.091544 -nan -0.0736163 -0.0736163 -nan -0.0953873 10000
1_10 1 10 500 14200 10000 9037 9037 0 0.0911379 0.0911379 -nan -0.0710402 -0.0710402 -nan -0.0810209 10000
1_10 1 10 500 14300 10000 9011 9011 0 0.0913171 0.0913171 -nan -0.093288 -0.093288 -nan -0.0937522 10000
1_10 1 10 500 14400 10000 9001 9001 0 0.0930616 0.0930616 -nan -0.077958 -0.077958 -nan -0.0901815 10000
1_10 1 10 500 14500 10000 9016 9016 0 0.0916775 0.0916775 -nan -0.0941 -0.0941 -nan -0.091409 10000
1_10 1 10 500 14600 10000 9028 9028 0 0.0941322 0.0941322 -nan -0.0923107 -0.0923107 -nan -0.0946334 10000
1_10 1 10 500 14700 10000 8988 8988 0 0.0920771 0.0920771 -nan -0.0767383 -0.0767383 -nan -0.08441 10000
