uid smoi rep sym_res_dis update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 16500 10000 12594 5884 6710 0.617351 0.51072 0.710856 0.215049 0.167661 0.256604 0.853208 10000
1_10 1 10 500 16600 10000 12602 5791 6811 0.628586 0.527353 0.714658 0.209155 0.154114 0.255953 0.85704 10000
1_10 1 10 500 16700 10000 12579 5796 6783 0.634668 0.53216 0.722261 0.210653 0.155753 0.257564 0.858627 10000
1_10 1 10 500 16800 10000 12548 5709 6839 0.633518 0.537301 0.713837 0.213883 0.157956 0.260569 0.854927 10000
1_10 1 10 500 16900 10000 12503 5652 6851 0.639064 0.539609 0.721113 0.208615 0.152432 0.254966 0.856732 10000
1_10 1 10 500 17000 10000 12464 5644 6820 0.639955 0.538077 0.724267 0.212939 0.156511 0.259638 0.855308 10000
1_10 1 10 500 17100 10000 12701 5843 6858 0.621201 0.516211 0.710653 0.209147 0.153821 0.256284 0.855108 10000
1_10 1 10 500 17200 10000 12518 5693 6825 0.63349 0.536281 0.714575 0.21255 0.159598 0.256719 0.849621 10000
1_10 1 10 500 17300 10000 12554 5703 6851 0.639897 0.541659 0.721674 0.215176 0.164927 0.257005 0.853827 10000
1_10 1 10 500 17400 10000 12537 5811 6726 0.621489 0.523357 0.706271 0.213351 0.162518 0.257269 0.851143 10000
1_10 1 10 500 17500 10000 12695 5866 6829 0.612161 0.514495 0.696055 0.205628 0.148246 0.254918 0.84735 10000
1_10 1 10 500 17600 10000 12547 5808 6739 0.625468 0.525548 0.711584 0.209763 0.153845 0.257955 0.85324 10000
1_10 1 10 500 17700 10000 12524 5659 6865 0.647033 0.544194 0.731806 0.211213 0.159768 0.25362 0.849263 10000
1_10 1 10 500 17800 10000 12534 5794 6740 0.631299 0.523059 0.724347 0.211441 0.156052 0.259056 0.850437 10000
1_10 1 10 500 17900 10000 12675 5901 6774 0.617028 0.506164 0.713604 0.210439 0.156116 0.257761 0.851728 10000
1_10 1 10 500 18000 10000 12608 5779 6829 0.627139 0.52965 0.709638 0.206734 0.152426 0.252693 0.854847 10000
1_10 1 10 500 18100 10000 12626 5868 6758 0.616784 0.51931 0.701421 0.211659 0.158093 0.25817 0.856057 10000
1_10 1 10 500 18200 10000 12643 5876 6767 0.619836 0.515078 0.7108 0.212061 0.159975 0.257289 0.853987 10000
1_10 1 10 500 18300 10000 12600 5882 6718 0.611506 0.512647 0.698064 0.212581 0.159962 0.258652 0.855263 10000
1_10 1 10 500 18400 10000 12495 5796 6699 0.627612 0.521736 0.719217 0.211987 0.161063 0.256048 0.855779 10000
1_10 1 10 500 18500 10000 12407 5676 6731 0.623602 0.522338 0.708994 0.211283 0.154646 0.259043 0.854883 10000
1_10 1 10 500 18600 10000 12529 5870 6659 0.612505 0.509678 0.703149 0.215871 0.161867 0.263476 0.850727 10000
1_10 1 10 500 18700 10000 12614 5726 6888 0.640578 0.542969 0.72172 0.209095 0.155899 0.253316 0.852064 10000
1_10 1 10 500 18800 10000 12439 5728 6711 0.638612 0.533713 0.728145 0.215087 0.157515 0.264227 0.857657 10000
1_10 1 10 500 18900 10000 12543 5791 6752 0.625856 0.525827 0.711648 0.216545 0.16057 0.264552 0.859991 10000
1_10 1 10 500 19000 10000 12595 5928 6667 0.607228 0.507728 0.6957 0.207726 0.153507 0.255935 0.855198 10000
1_10 1 10 500 19100 10000 12470 5781 6689 0.624868 0.529501 0.707289 0.22051 0.168968 0.265056 0.857723 10000
1_10 1 10 500 19200 10000 12621 5926 6695 0.611331 0.508036 0.702761 0.213082 0.157145 0.262595 0.852695 10000
1_10 1 10 500 19300 10000 12496 5695 6801 0.638308 0.544246 0.717072 0.210758 0.157371 0.255463 0.848084 10000
1_10 1 10 500 19400 10000 12534 5772 6762 0.630689 0.530671 0.716063 0.216034 0.160013 0.263854 0.859763 10000
1_10 1 10 500 19500 10000 12642 5803 6839 0.619196 0.523438 0.700448 0.211436 0.159667 0.255363 0.853402 10000
1_10 1 10 500 19600 10000 12509 5680 6829 0.629299 0.545366 0.69911 0.210406 0.156464 0.255272 0.860147 10000
1_10 1 10 500 19700 10000 12479 5753 6726 0.629749 0.527123 0.717529 0.205772 0.155455 0.248809 0.853476 10000
1_10 1 10 500 19800 10000 12665 5835 6830 0.628805 0.526622 0.716101 0.212361 0.156145 0.260388 0.853173 10000
1_10 1 10 500 19900 10000 12573 5911 6662 0.602715 0.493021 0.700044 0.212601 0.159313 0.259882 0.849528 10000
1_10 1 10 500 20000 10000 12464 5633 6831 0.648035 0.553668 0.725852 0.216427 0.164385 0.259343 0.857975 10000
1_11 1 11 500 0 10000 6300 6300 0 0 0 -nan 0 0 -nan 0 10000
1_11 1 11 500 100 10000 11827 8623 3204 0.185146 0.13334 0.324572 -0.178231 -0.130365 -0.307054 -0.0911143 10000
1_11 1 11 500 200 10000 13148 7310 5838 0.431753 0.230617 0.683603 -0.396851 -0.203939 -0.638403 -0.159092 10000
1_11 1 11 500 300 10000 12969 6684 6285 0.492827 0.408857 0.582128 0.206639 0.163227 0.252806 0.853048 10000
1_11 1 11 500 400 10000 12640 5958 6682 0.598493 0.501131 0.685307 0.213781 0.165976 0.256407 0.851065 10000
1_11 1 11 500 500 10000 12538 5736 6802 0.630288 0.52729 0.717144 0.207458 0.147915 0.25767 0.852129 10000
1_11 1 11 500 600 10000 12576 5746 6830 0.640105 0.546926 0.718495 0.206609 0.155383 0.249704 0.851581 10000
1_11 1 11 500 700 10000 12525 5777 6748 0.620889 0.528938 0.699609 0.215905 0.161887 0.262151 0.854999 10000
1_11 1 11 500 800 10000 12666 5855 6811 0.625764 0.538805 0.700517 0.209976 0.156764 0.255719 0.849459 10000
1_11 1 11 500 900 10000 12589 5710 6879 0.647338 0.546165 0.731317 0.211845 0.157121 0.25727 0.847165 10000
1_11 1 11 500 1000 10000 12503 5734 6769 0.629811 0.527006 0.716896 0.205934 0.144266 0.258172 0.852894 10000
1_11 1 11 500 1100 10000 12526 5745 6781 0.634674 0.536422 0.717916 0.209269 0.154492 0.255678 0.848759 10000
1_11 1 11 500 1200 10000 12553 5664 6889 0.64328 0.548757 0.720996 0.210371 0.1526 0.25787 0.857892 10000
1_11 1 11 500 1300 10000 12572 5744 6828 0.635173 0.530651 0.7231 0.212243 0.154639 0.260702 0.85855 10000
