uid smoi rep sr update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 15500 10000 13262 5816 7446 0.62672 0.514553 0.714333 0.24451 0.182925 0.292614 0.85819 10000
1_10 1 10 500 15600 10000 13245 5792 7453 0.626556 0.525699 0.704935 0.249111 0.189879 0.295142 0.863082 10000
1_10 1 10 500 15700 10000 13125 5678 7447 0.643175 0.539315 0.722363 0.248549 0.185076 0.296945 0.862083 10000
1_10 1 10 500 15800 10000 13202 5691 7511 0.639682 0.529723 0.722997 0.249988 0.188108 0.296874 0.85926 10000
1_10 1 10 500 15900 10000 13014 5677 7337 0.629224 0.526477 0.708724 0.24888 0.184668 0.298565 0.856656 10000
1_10 1 10 500 16000 10000 13273 5901 7372 0.619896 0.50753 0.709841 0.247738 0.183948 0.298799 0.865568 10000
1_10 1 10 500 16100 10000 13314 5887 7427 0.628059 0.519304 0.714263 0.250107 0.188075 0.299277 0.862813 10000
1_10 1 10 500 16200 10000 13065 5606 7459 0.641109 0.531718 0.723325 0.251922 0.192855 0.296315 0.858092 10000
1_10 1 10 500 16300 10000 13295 5807 7488 0.624031 0.51785 0.706376 0.250334 0.189659 0.297389 0.860816 10000
1_10 1 10 500 16400 10000 13232 5771 7461 0.632396 0.524675 0.715717 0.245908 0.179995 0.29689 0.863199 10000
1_10 1 10 500 16500 10000 13200 5786 7414 0.632276 0.535156 0.708069 0.252379 0.191903 0.299576 0.865346 10000
1_10 1 10 500 16600 10000 13250 5832 7418 0.621789 0.519152 0.702481 0.252168 0.194529 0.297484 0.862785 10000
1_10 1 10 500 16700 10000 13269 5832 7437 0.626144 0.514442 0.71374 0.247652 0.186599 0.295529 0.855449 10000
1_10 1 10 500 16800 10000 13229 5761 7468 0.643228 0.536778 0.725346 0.242827 0.174797 0.295307 0.864862 10000
1_10 1 10 500 16900 10000 13177 5698 7479 0.645779 0.536806 0.728802 0.24613 0.177671 0.298287 0.855442 10000
1_10 1 10 500 17000 10000 13239 5875 7364 0.62093 0.515056 0.705396 0.24326 0.17659 0.29645 0.863882 10000
1_10 1 10 500 17100 10000 13192 5677 7515 0.64565 0.539862 0.725565 0.238986 0.173703 0.288303 0.853211 10000
1_10 1 10 500 17200 10000 13057 5656 7401 0.650052 0.548026 0.728023 0.243987 0.181138 0.292018 0.857109 10000
1_10 1 10 500 17300 10000 13161 5802 7359 0.6263 0.525053 0.706125 0.244483 0.183097 0.292882 0.855568 10000
1_10 1 10 500 17400 10000 13317 5907 7410 0.622392 0.516421 0.706869 0.24735 0.187124 0.295359 0.853437 10000
1_10 1 10 500 17500 10000 13218 5819 7399 0.626422 0.514602 0.714365 0.247375 0.185959 0.295677 0.857277 10000
