uid smoi rep sym_res_dis update host_count sym_count free_sym_count hosted_sym_count sym_infectchance free_sym_infectchance hosted_sym_infectchance sym_val free_sym_val hosted_sym_val host_val cfu
1_10 1 10 500 17000 10000 13198 5754 7444 0.639957 0.535498 0.720701 0.24732 0.186954 0.293982 0.857367 10000
1_10 1 10 500 17100 10000 13336 5905 7431 0.634086 0.527874 0.718487 0.244011 0.180241 0.294685 0.861608 10000
1_10 1 10 500 17200 10000 13264 5889 7375 0.632718 0.522014 0.721117 0.248223 0.185896 0.297992 0.858504 10000
1_10 1 10 500 17300 10000 13258 5835 7423 0.620764 0.51262 0.705773 0.2475 0.181705 0.29922 0.860694 10000
1_10 1 10 500 17400 10000 13109 5693 7416 0.637861 0.543807 0.710063 0.254515 0.198165 0.297773 0.869043 10000
1_10 1 10 500 17500 10000 13154 5716 7438 0.630953 0.528057 0.710027 0.252993 0.193314 0.298856 0.852548 10000
1_10 1 10 500 17600 10000 13353 5851 7502 0.631062 0.523312 0.715099 0.248103 0.185841 0.296663 0.86162 10000
1_10 1 10 500 17700 10000 13190 5724 7466 0.634064 0.520966 0.720774 0.242813 0.179656 0.291234 0.85434 10000
1_10 1 10 500 17800 10000 13186 5826 7360 0.621968 0.508046 0.712147 0.249857 0.185719 0.300628 0.858697 10000
1_10 1 10 500 17900 10000 13153 5737 7416 0.639661 0.527732 0.726248 0.248437 0.183011 0.299049 0.857465 10000
1_10 1 10 500 18000 10000 13172 5720 7452 0.6268 0.528177 0.702501 0.245876 0.17648 0.299143 0.865704 10000
1_10 1 10 500 18100 10000 13211 5840 7371 0.616883 0.511925 0.700042 0.241939 0.178839 0.291933 0.859024 10000
1_10 1 10 500 18200 10000 13124 5724 7400 0.635296 0.530068 0.716691 0.248044 0.187543 0.294842 0.853522 10000
1_10 1 10 500 18300 10000 13110 5730 7380 0.637917 0.529157 0.722361 0.247197 0.181834 0.297947 0.860148 10000
1_10 1 10 500 18400 10000 13229 5889 7340 0.616474 0.512255 0.70009 0.247451 0.187349 0.295671 0.86075 10000
1_10 1 10 500 18500 10000 13326 5928 7398 0.612129 0.512215 0.692189 0.246807 0.17961 0.300651 0.855908 10000
1_10 1 10 500 18600 10000 13196 5716 7480 0.636129 0.524668 0.721305 0.248717 0.184052 0.298133 0.854338 10000
1_10 1 10 500 18700 10000 13214 5841 7373 0.630306 0.512462 0.723663 0.245929 0.180003 0.298157 0.856018 10000
1_10 1 10 500 18800 10000 13213 5809 7404 0.618862 0.519529 0.696797 0.248139 0.188291 0.295094 0.859677 10000
1_10 1 10 500 18900 10000 13198 5780 7418 0.626453 0.517871 0.711059 0.246066 0.18492 0.293711 0.859518 10000
